"TERM"	"GENE"
"N0000000176"	"EXO1"
"N0000000176"	"CEBPB"
"N0000000176"	"CDK7"
"N0000000176"	"RBM14"
"N0000000176"	"ADNP"
"N0000000176"	"YTHDF2"
"N0000000176"	"PSMG2"
"N0000000176"	"DNTTIP2"
"N0000000176"	"RBM15"
"N0000000176"	"KIN"
"N0000000176"	"VAPB"
"N0000000176"	"BRPF1"
"N0000000176"	"TMEM11"
"N0000000176"	"GRWD1"
"N0000000176"	"IMP3"
"N0000000176"	"HSPA1A"
"N0000000176"	"ABCF3"
"N0000000176"	"RPP38"
"N0000000176"	"GEMIN4"
"N0000000176"	"CSTF1"
"N0000000176"	"RNPS1"
"N0000000176"	"SCAF8"
"N0000000176"	"NOP16"
"N0000000176"	"UMPS"
"N0000000176"	"WAPAL"
"N0000000176"	"VGLL4"
"N0000000176"	"EXOSC4"
"N0000000176"	"RNMTL1"
"N0000000176"	"YTHDC1"
"N0000000176"	"CANT1"
"N0000000176"	"C10orf2"
"N0000000176"	"XBP1"
"N0000000176"	"TEX10"
"N0000000176"	"WIPF2"
"N0000000176"	"BAG3"
"N0000000176"	"PCNA"
"N0000000176"	"KIAA0907"
"N0000000176"	"MAT2A"
"N0000000176"	"RAD9A"
"N0000000176"	"NOL11"
"N0000000176"	"JADE1"
"N0000000176"	"FBL"
"N0000000176"	"SCAND1"
"N0000000176"	"NFIL3"
"N0000000176"	"ZNF146"
"N0000000176"	"DDX39A"
"N0000000176"	"ATF1"
"N0000000176"	"TBP"
"N0000000176"	"ZCCHC8"
"N0000000176"	"PARP2"
"N0000000176"	"RNMT"
"N0000000176"	"EXOSC9"
"N0000000176"	"CRK"
"N0000000176"	"DYRK1A"
"N0000000176"	"HMOX1"
"N0000000176"	"TSKU"
"N0000000176"	"NUP62"
"N0000000176"	"NET1"
"N0000000176"	"GLOD4"
"N0000000176"	"NGDN"
"N0000000176"	"GNL3"
"N0000000176"	"HSPA14"
"N0000000176"	"OXA1L"
"N0000000176"	"CYP2D6"
"N0000000176"	"ABCC1"
"N0000000176"	"SH3BGR"
"N0000000176"	"HADHB"
"N0000000176"	"CKB"
"N0000000176"	"ATXN10"
"N0000000176"	"HTRA1"
"N0000000176"	"ACADS"
"N0000000176"	"RNPEPL1"
"N0000000176"	"IKBKE"
"N0000000176"	"RING1"
"N0000000176"	"SNAP25"
"N0000000176"	"PRR15L"
"N0000000176"	"SCARB2"
"N0000000176"	"COPZ2"
"N0000000176"	"LSR"
"N0000000176"	"TNNC1"
"N0000000176"	"NCSTN"
"N0000000176"	"COQ9"
"N0000000176"	"GNA15"
"N0000000176"	"NFATC4"
"N0000000176"	"TLR4"
"N0000000176"	"COL6A1"
"N0000000176"	"ARAP1"
"N0000000176"	"HDAC5"
"N0000000176"	"PSMB9"
"N0000000176"	"KCNQ1"
"N0000000176"	"FAM172A"
"N0000000176"	"CUL7"
"N0000000176"	"SCPEP1"
"N0000000176"	"MMP1"
"N0000000176"	"IFNAR1"
"N0000000176"	"APOOL"
"N0000000176"	"ARHGAP4"
"N0000000176"	"IFT57"
"N0000000176"	"WIF1"
"N0000000176"	"RSU1"
"N0000000176"	"CXCR4"
"N0000000176"	"IL13RA1"
"N0000000176"	"ACOT13"
"N0000000176"	"AGPAT1"
"N0000000176"	"DNMT3A"
"N0000000176"	"ZNF589"
"N0000000176"	"FZD1"
"N0000000176"	"UBE2L6"
"N0000000176"	"SYK"
"N0000000176"	"DKK3"
"N0000000176"	"TMBIM1"
"N0000000176"	"MED12"
"N0000000176"	"GFOD1"
"N0000000176"	"PTK2B"
"N0000000176"	"TM7SF2"
"N0000000176"	"MSRA"
"N0000000176"	"DDX60"
"N0000000176"	"PPARD"
"N0000000176"	"MEF2C"
"N0000000176"	"TIMP2"
"N0000000176"	"UFD1L"
"N0000000176"	"PAK1"
"N0000000176"	"GNB5"
"N0000000176"	"SRP14"
"N0000000176"	"CTSD"
"N0000000176"	"ACO2"
"N0000000176"	"HLA-F"
"N0000000176"	"TPMT"
"N0000000176"	"MEA1"
"N0000000176"	"TERT"
"N0000000176"	"VPS52"
"N0000000176"	"SNX13"
"N0000000176"	"PTPRC"
"N0000000176"	"SGSM3"
"N0000000176"	"VPS45"
"N0000000176"	"BAG6"
"N0000000176"	"SAMD9"
"N0000000176"	"CPM"
"N0000000176"	"PLOD3"
"N0000000176"	"AP3S1"
"N0000000176"	"PRCP"
"N0000000176"	"RB1"
"N0000000176"	"TTLL1"
"N0000000176"	"PRKACA"
"N0000000176"	"YIPF3"
"N0000000176"	"DENND2D"
"N0000000176"	"SORT1"
"N0000000176"	"CFB"
"N0000000176"	"TBXA2R"
"N0000000176"	"C5"
"N0000000176"	"GLO1"
"N0000000176"	"ENPP4"
"N0000000176"	"FGFR2"
"N0000000176"	"EFCAB14"
"N0000000176"	"GUK1"
"N0000000176"	"ATP6V1E1"
"N0000000176"	"P2RX4"
"N0000000176"	"SSBP2"
"N0000000176"	"MAL"
"N0000000176"	"CSNK2A2"
"N0000000176"	"MAOA"
"N0000000176"	"FRS2"
"N0000000176"	"SIRT5"
"N0000000176"	"SPINT1"
"N0000000176"	"ZER1"
"N0000000176"	"ATP10B"
"N0000000176"	"ARL4C"
"N0000000176"	"GDI1"
"N0000000176"	"CCNA1"
"N0000000176"	"CHPF"
"N0000000176"	"PDE6D"
"N0000000176"	"GLI2"
"N0000000176"	"KIT"
"N0000000176"	"PEX19"
"N0000000176"	"FAM127A"
"N0000000176"	"GDPD5"
"N0000000176"	"HLA-G"
"N0000000176"	"PPP1R13B"
"N0000000176"	"CPT2"
"N0000000176"	"EGF"
"N0000000176"	"SLC22A17"
"N0000000176"	"CAT"
"N0000000176"	"GALNS"
"N0000000176"	"RAB4B"
"N0000000176"	"FAIM"
"N0000000176"	"PSMB10"
"N0000000176"	"CBY1"
"N0000000176"	"DFFA"
"N0000000176"	"LPCAT3"
"N0000000176"	"ABCA7"
"N0000000176"	"NAGA"
"N0000000176"	"E2F2"
"N0000000176"	"BTN3A3"
"N0000000176"	"KIF5C"
"N0000000176"	"PARP3"
"N0000000176"	"IKZF1"
"N0000000176"	"HTATSF1"
"N0000000176"	"TESK1"
"N0000000176"	"CERK"
"N0000000176"	"CARS2"
"N0000000176"	"MEGF8"
"N0000000176"	"PPP1R11"
"N0000000176"	"TMEM230"
"N0000000176"	"RGL2"
"N0000000176"	"COL3A1"
"N0000000176"	"CTSO"
"N0000000176"	"RBM15B"
"N0000000176"	"NUCB1"
"N0000000176"	"FUT1"
"N0000000176"	"FSD1"
"N0000000176"	"MYL9"
"N0000000176"	"IFT27"
"N0000000176"	"ME2"
"N0000000176"	"PIGN"
"N0000000176"	"TPP1"
"N0000000176"	"GAMT"
"N0000000176"	"OXCT1"
"N0000000176"	"CHMP5"
"N0000000176"	"RSAD2"
"N0000000176"	"VAMP7"
"N0000000176"	"SOX2"
"N0000000176"	"HS2ST1"
"N0000000176"	"PPIP5K1"
"N0000000176"	"AMD1"
"N0000000176"	"IKBKAP"
"N0000000176"	"MRPL17"
"N0000000176"	"DNMT3B"
"N0000000176"	"PPP1R8"
"N0000000176"	"RCHY1"
"N0000000176"	"AATF"
"N0000000176"	"NOC3L"
"N0000000176"	"SMNDC1"
"N0000000176"	"PSMC6"
"N0000000176"	"FASTKD5"
"N0000000176"	"ZC3H4"
"N0000000176"	"CTCF"
"N0000000176"	"HOXA10"
"N0000000176"	"CASC3"
"N0000000176"	"RBM12"
"N0000000176"	"B4GAT1"
"N0000000176"	"NOSIP"
"N0000000176"	"MAPK6"
"N0000000176"	"CREBBP"
"N0000000176"	"YLPM1"
"N0000000176"	"ASXL1"
"N0000000176"	"ECD"
"N0000000176"	"CSK"
"N0000000176"	"HSP90AA1"
"N0000000176"	"FAM102A"
"N0000000176"	"EIF4ENIF1"
"N0000000176"	"AREL1"
"N0000000176"	"WEE1"
"N0000000176"	"SUPT16H"
"N0000000176"	"MFSD5"
"N0000000176"	"RABIF"
"N0000000176"	"TRIM32"
"N0000000176"	"APEX1"
"N0000000176"	"RAF1"
"N0000000176"	"YTHDF3"
"N0000000176"	"KAT7"
"N0000000176"	"GPATCH8"
"N0000000176"	"RBM7"
"N0000000176"	"ERBB2"
"N0000000176"	"RNF4"
"N0000000176"	"FRAT2"
"N0000000176"	"YTHDF1"
"N0000000176"	"LASP1"
"N0000000176"	"CHMP7"
"N0000000176"	"ZBTB11"
"N0000000176"	"RRS1"
"N0000000176"	"CSE1L"
"N0000000176"	"RBM28"
"N0000000176"	"CYTH1"
"N0000000176"	"KANSL2"
"N0000000176"	"DNAJA1"
"N0000000176"	"ZFP64"
"N0000000176"	"ZDHHC7"
"N0000000176"	"COASY"
"N0000000176"	"CDC42EP4"
"N0000000176"	"CCT4"
"N0000000176"	"C14orf169"
"N0000000176"	"MGA"
"N0000000176"	"TAF4"
"N0000000176"	"FAM222B"
"N0000000176"	"MTHFD2"
"N0000000176"	"SLC47A1"
"N0000000176"	"PIM1"
"N0000000176"	"SLC47A2"
"N0000000176"	"ABCB1"
"N0000000176"	"CYP1B1"
"N0000000176"	"CYP2E1"
"N0000000176"	"BTK"
"N0000000176"	"APOE"
"N0000000176"	"PLP2"
"N0000000176"	"HIST1H1C"
"N0000000176"	"SH3BGRL"
"N0000000176"	"UQCR11"
"N0000000176"	"AIF1"
"N0000000176"	"SIL1"
"N0000000176"	"LGMN"
"N0000000176"	"HIST1H2BK"
"N0000000176"	"CES1"
"N0000000176"	"XAF1"
"N0000000176"	"PPOX"
"N0000000176"	"TPGS2"
"N0000000176"	"TSPAN7"
"N0000000176"	"HLA-DRA"
"N0000000176"	"DNAJC4"
"N0000000176"	"RBM8A"
"N0000000176"	"C16orf58"
"N0000000176"	"NDUFS7"
"N0000000176"	"BCHE"
"N0000000176"	"C9orf16"
"N0000000176"	"ITGB2"
"N0000000176"	"TREM1"
"N0000000176"	"RNPEP"
"N0000000176"	"RNF5"
"N0000000176"	"TMEM80"
"N0000000176"	"CCDC53"
"N0000000176"	"C11orf73"
"N0000000176"	"DNAAF5"
"N0000000176"	"TFAP2A"
"N0000000176"	"NDUFA7"
"N0000000176"	"THY1"
"N0000000176"	"ALDH7A1"
"N0000000176"	"CYB5B"
"N0000000176"	"PSENEN"
"N0000000176"	"ACADM"
"N0000000176"	"ABHD6"
"N0000000176"	"MMP2"
"N0000000176"	"SCNN1A"
"N0000000176"	"HLA-DMA"
"N0000000176"	"ACKR3"
"N0000000176"	"PECR"
"N0000000176"	"PLA2G6"
"N0000000176"	"PIK3CA"
"N0000000176"	"HMGCL"
"N0000000176"	"P4HA1"
"N0000000176"	"ADIPOR1"
"N0000000176"	"COQ6"
"N0000000176"	"IDUA"
"N0000000176"	"POLR2K"
"N0000000176"	"SPAG4"
"N0000000176"	"NENF"
"N0000000176"	"CDK5"
"N0000000176"	"OARD1"
"N0000000176"	"BSG"
"N0000000176"	"EPHB2"
"N0000000176"	"NTAN1"
"N0000000176"	"DDOST"
"N0000000176"	"EPHA3"
"N0000000176"	"ACOT8"
"N0000000176"	"STC1"
"N0000000176"	"LAMTOR2"
"N0000000176"	"CBR4"
"N0000000176"	"DECR1"
"N0000000176"	"SLC27A3"
"N0000000176"	"SLC25A20"
"N0000000176"	"HMGN5"
"N0000000176"	"CCDC25"
"N0000000176"	"IQGAP1"
"N0000000176"	"LPXN"
"N0000000176"	"TXNIP"
"N0000000176"	"TCTA"
"N0000000176"	"CREBL2"
"N0000000176"	"CLGN"
"N0000000176"	"GM2A"
"N0000000176"	"FAH"
"N0000000176"	"LDB1"
"N0000000176"	"ERLIN2"
"N0000000176"	"MUT"
"N0000000176"	"UBFD1"
"N0000000176"	"ATP6V0B"
"N0000000176"	"CDC37"
"N0000000176"	"TMEM45A"
"N0000000176"	"CORO1A"
"N0000000176"	"SQRDL"
"N0000000176"	"AGA"
"N0000000176"	"MSN"
"N0000000176"	"HMGB3"
"N0000000176"	"HAS2"
"N0000000176"	"CD320"
"N0000000176"	"CETN3"
"N0000000176"	"ALPL"
"N0000000176"	"KIAA0586"
"N0000000176"	"DCLRE1A"
"N0000000176"	"DARS2"
"N0000000176"	"METRN"
"N0000000176"	"ABCC3"
"N0000000176"	"UGT1A1"
"N0000000176"	"CYP1A2"
"N0000000176"	"ABCC10"
"N0000000176"	"GSTT1"
"N0000000176"	"PTGS1"
"N0000000176"	"CYP2C8"
"N0000000176"	"ABCC2"
"N0000000176"	"GSTP1"
"N0000000176"	"RAD17"
"N0000000176"	"FADS3"
"N0000000176"	"PSAP"
"N0000000176"	"ACADVL"
"N0000000176"	"NIT1"
"N0000000176"	"LIG1"
"N0000000176"	"POP7"
"N0000000176"	"SLC20A1"
"N0000000176"	"TFB2M"
"N0000000176"	"BCL7B"
"N0000000176"	"DCK"
"N0000000176"	"SNRPB2"
"N0000000176"	"RPP30"
"N0000000176"	"MRPL46"
"N0000000176"	"GAR1"
"N0000000176"	"GTPBP8"
"N0000000176"	"DNAJC2"
"N0000000176"	"ZNF207"
"N0000000176"	"PWP1"
"N0000000176"	"UTP3"
"N0000000176"	"NUP54"
"N0000000176"	"RNF220"
"N0000000176"	"SS18L2"
"N0000000176"	"PTRH2"
"N0000000176"	"RRP15"
"N0000000176"	"NUP153"
"N0000000176"	"EIF2S2"
"N0000000176"	"UAP1"
"N0000000176"	"CDR2"
"N0000000176"	"TRAPPC3"
"N0000000176"	"COG2"
"N0000000176"	"SNUPN"
"N0000000176"	"ZNF263"
"N0000000176"	"MRPS30"
"N0000000176"	"MRPS35"
"N0000000176"	"RANBP6"
"N0000000176"	"RBM34"
"N0000000176"	"TXNDC9"
"N0000000176"	"MRPS7"
"N0000000176"	"LSM8"
"N0000000176"	"SACM1L"
"N0000000176"	"CUL2"
"N0000000176"	"NOS2"
"N0000000176"	"YWHAG"
"N0000000176"	"ABCB11"
"N0000000176"	"SLC22A16"
"N0000000176"	"NOS1"
"N0000000176"	"CBR1"
"N0000000176"	"NDUFS2"
"N0000000176"	"XDH"
"N0000000176"	"AKR1A1"
"N0000000176"	"NQO1"
"N0000000176"	"ABCB8"
"N0000000176"	"NDUFS3"
"N0000000176"	"CYP2B6"
"N0000000176"	"NOS3"
"N0000000176"	"AKR1C3"
"N0000000176"	"RALBP1"
"N0000000176"	"POR"
"N0000000176"	"DHCR7"
"N0000000176"	"RNF123"
"N0000000176"	"MZF1"
"N0000000176"	"FAM8A1"
"N0000000176"	"FCHO1"
"N0000000176"	"TTC39A"
"N0000000176"	"PLXNA3"
"N0000000176"	"ITFG1"
"N0000000176"	"COL5A2"
"N0000000176"	"TTC13"
"N0000000176"	"PRAF2"
"N0000000176"	"HEBP1"
"N0000000176"	"GLUD2"
"N0000000176"	"HIP1"
"N0000000176"	"SPG11"
"N0000000176"	"NYNRIN"
"N0000000176"	"WLS"
"N0000000176"	"FAM20B"
"N0000000176"	"PCSK6"
"N0000000176"	"RANBP10"
"N0000000176"	"NUCB2"
"N0000000176"	"PLD3"
"N0000000176"	"HYOU1"
"N0000000176"	"SREBF2"
"N0000000176"	"STK10"
"N0000000176"	"PCK2"
"N0000000176"	"LAP3"
"N0000000176"	"BTN2A2"
"N0000000176"	"CTSL"
"N0000000176"	"GNAI1"
"N0000000176"	"VWA5A"
"N0000000176"	"DRAP1"
"N0000000176"	"CYBRD1"
"N0000000176"	"PHKB"
"N0000000176"	"TTLL3"
"N0000000176"	"GRN"
"N0000000176"	"TAP2"
"N0000000176"	"GNS"
"N0000000176"	"MAPK13"
"N0000000176"	"EHMT2"
"N0000000176"	"CDH1"
"N0000000176"	"CYB5R4"
"N0000000176"	"YIPF6"
"N0000000176"	"CTSV"
"N0000000176"	"FBXL12"
"N0000000176"	"ITM2B"
"N0000000176"	"BIRC2"
"N0000000176"	"CNOT4"
"N0000000176"	"CLPX"
"N0000000176"	"VRK1"
"N0000000176"	"FNBP4"
"N0000000176"	"PIK3R4"
"N0000000176"	"UBAP2"
"N0000000176"	"CAB39"
"N0000000176"	"PIK3C2B"
"N0000000176"	"U2SURP"
"N0000000176"	"RASA1"
"N0000000176"	"TSC22D2"
"N0000000176"	"GPBP1L1"
"N0000000176"	"ZC3H11A"
"N0000000176"	"EED"
"N0000000176"	"RBM26"
"N0000000176"	"GTF2E1"
"N0000000176"	"MED13"
"N0000000176"	"KLHDC2"
"N0000000176"	"MNAT1"
"N0000000176"	"VAPA"
"N0000000176"	"RREB1"
"N0000000176"	"EGLN2"
"N0000000176"	"ANKRD17"
"N0000000176"	"NIPBL"
"N0000000176"	"USP7"
"N0000000176"	"TBPL1"
"N0000000176"	"ARHGAP12"
"N0000000176"	"ZMYM2"
"N0000000176"	"UBE2Z"
"N0000000176"	"SNW1"
"N0000000176"	"ORC2"
"N0000000176"	"BRD8"
"N0000000176"	"SHOC2"
"N0000000176"	"PDHX"
"N0000000176"	"WDR6"
"N0000000176"	"ALKBH1"
"N0000000176"	"CSTF3"
"N0000000176"	"ASCC3"
"N0000000176"	"PSPC1"
"N0000000176"	"IBTK"
"N0000000176"	"TP53BP2"
"N0000000176"	"PPP6R3"
"N0000000176"	"KDM5B"
"N0000000176"	"BLMH"
"N0000000176"	"ZC3H13"
"N0000000176"	"CLTA"
"N0000000176"	"CEP192"
"N0000000176"	"MTF2"
"N0000000176"	"SETD2"
"N0000000176"	"PPP2R3C"
"N0000000176"	"REV3L"
"N0000000176"	"PTPN2"
"N0000000176"	"KIAA0101"
"N0000000176"	"DHX15"
"N0000000176"	"SMAD3"
"N0000000176"	"BMS1"
"N0000000176"	"EXOSC8"
"N0000000176"	"JARID2"
"N0000000176"	"RSRC1"
"N0000000176"	"PHIP"
"N0000000176"	"ARID4A"
"N0000000176"	"PUM2"
"N0000000176"	"TOP1"
"N0000000176"	"TOP1MT"
"N0000000176"	"HES1"
"N0000000176"	"UBE2Q1"
"N0000000176"	"HMGN4"
"N0000000176"	"SNCA"
"N0000000176"	"ZDHHC11"
"N0000000176"	"CDK5R1"
"N0000000176"	"CD46"
"N0000000176"	"KRT6A"
"N0000000176"	"CDKN2B"
"N0000000176"	"SPR"
"N0000000176"	"DHRS1"
"N0000000176"	"ANXA4"
"N0000000176"	"HAGH"
"N0000000176"	"ZDHHC4"
"N0000000176"	"SNAI2"
"N0000000176"	"KLF10"
"N0000000176"	"HIST1H3H"
"N0000000176"	"FAAH"
"N0000000176"	"FBLN1"
"N0000000176"	"SOCS3"
"N0000000176"	"RMDN3"
"N0000000176"	"KLC2"
"N0000000176"	"WDR46"
"N0000000176"	"UBXN2B"
"N0000000176"	"FGFR3"
"N0000000176"	"HMHA1"
"N0000000176"	"CAPG"
"N0000000176"	"LIPA"
"N0000000176"	"FBXL6"
"N0000000176"	"FOSB"
"N0000000176"	"PTGER4"
"N0000000176"	"NPRL2"
"N0000000176"	"MBTPS1"
"N0000000176"	"FAM89B"
"N0000000176"	"ID1"
"N0000000176"	"DHRS12"
"N0000000176"	"EML2"
"N0000000176"	"DUSP6"
"N0000000176"	"ID2"
"N0000000176"	"GPM6B"
"N0000000176"	"FLAD1"
"N0000000176"	"ABHD17A"
"N0000000176"	"FOS"
"N0000000176"	"ZNF668"
"N0000000176"	"SLC10A3"
"N0000000176"	"BPHL"
"N0000000176"	"HIRIP3"
"N0000000176"	"CNPY3"
"N0000000176"	"HSPA6"
"N0000000176"	"SERPINI1"
"N0000000176"	"RPS6KB2"
"N0000000176"	"SCLY"
"N0000000176"	"ISG15"
"N0000000176"	"KAT2A"
"N0000000176"	"F8"
"N0000000176"	"HBB"
"N0000000176"	"HIST1H2AC"
"N0000000176"	"ATP11B"
"N0000000176"	"MAFB"
"N0000000176"	"SFTPA2"
"N0000000176"	"KCNAB2"
"N0000000176"	"C19orf24"
"N0000000176"	"DSG2"
"N0000000176"	"PROSC"
"N0000000176"	"VPS16"
"N0000000176"	"SRF"
"N0000000176"	"TF"
"N0000000176"	"HSD17B8"
"N0000000176"	"AKR7A3"
"N0000000176"	"GABARAPL1"
"N0000000176"	"DIABLO"
"N0000000176"	"SNIP1"
"N0000000176"	"ARPC5L"
"N0000000176"	"DDX28"
"N0000000176"	"ZBTB1"
"N0000000176"	"NRBF2"
"N0000000176"	"ISG20L2"
"N0000000176"	"PLAGL2"
"N0000000176"	"TTC4"
"N0000000176"	"ZBTB24"
"N0000000176"	"SAV1"
"N0000000176"	"BAG5"
"N0000000176"	"KRT7"
"N0000000176"	"AAR2"
"N0000000176"	"VCPKMT"
"N0000000176"	"IER2"
"N0000000176"	"PNP"
"N0000000176"	"SMG8"
"N0000000176"	"PIGC"
"N0000000176"	"DUSP7"
"N0000000176"	"HSF2"
"N0000000176"	"SLC25A44"
"N0000000176"	"INTS5"
"N0000000176"	"LSG1"
"N0000000176"	"SLC22A2"
"N0000000176"	"CYP1A1"
"N0000000176"	"NR5A1"
"N0000000176"	"CPSF3L"
"N0000000176"	"WDTC1"
"N0000000176"	"RPRD1A"
"N0000000176"	"FAM149A"
"N0000000176"	"MANBA"
"N0000000176"	"SERPING1"
"N0000000176"	"COL6A3"
"N0000000176"	"IGFBP3"
"N0000000176"	"DNM1"
"N0000000176"	"RBX1"
"N0000000176"	"LMAN1"
"N0000000176"	"BID"
"N0000000176"	"PCYOX1"
"N0000000176"	"SLC35F6"
"N0000000176"	"HADH"
"N0000000176"	"SGCB"
"N0000000176"	"MYLK"
"N0000000176"	"ITGB5"
"N0000000176"	"APEH"
"N0000000176"	"CHMP3"
"N0000000176"	"RAB21"
"N0000000176"	"PPT1"
"N0000000176"	"DCTN1"
"N0000000176"	"ATP2C1"
"N0000000176"	"TAF9B"
"N0000000176"	"UGP2"
"N0000000176"	"HEG1"
"N0000000176"	"ERCC8"
"N0000000176"	"CAPN1"
"N0000000176"	"CAV2"
"N0000000176"	"HDAC3"
"N0000000176"	"TMEM14B"
"N0000000176"	"NFKBIB"
"N0000000176"	"ADAM9"
"N0000000176"	"VAMP3"
"N0000000176"	"MAMLD1"
"N0000000176"	"EPCAM"
"N0000000176"	"KIAA0196"
"N0000000176"	"SDC2"
"N0000000176"	"PARK7"
"N0000000176"	"NRAS"
"N0000000176"	"FBN1"
"N0000000176"	"CETN2"
"N0000000176"	"SEMA3A"
"N0000000176"	"AP3B1"
"N0000000176"	"GNG10"
"N0000000176"	"PROS1"
"N0000000176"	"PLA2G4A"
"N0000000176"	"UGT2B7"
"N0000000176"	"MAPKAP1"
"N0000000176"	"RAP1GDS1"
"N0000000176"	"TRIM24"
"N0000000176"	"DLD"
"N0000000176"	"OPA1"
"N0000000176"	"TLK2"
"N0000000176"	"SRBD1"
"N0000000176"	"PHKA1"
"N0000000176"	"PTPRK"
"N0000000176"	"PTK2"
"N0000000176"	"PIK3CB"
"N0000000176"	"HIST1H2BE"
"N0000000176"	"MYCBP2"
"N0000000176"	"PITPNC1"
"N0000000176"	"GPD2"
"N0000000176"	"EML4"
"N0000000176"	"DUS4L"
"N0000000176"	"SRI"
"N0000000176"	"UBR5"
"N0000000176"	"AK4"
"N0000000176"	"MKL2"
"N0000000176"	"CDK19"
"N0000000176"	"EXT1"
"N0000000176"	"MRPL3"
"N0000000176"	"ROCK1"
"N0000000176"	"WDFY3"
"N0000000176"	"ELP4"
"N0000000176"	"TMED10"
"N0000000176"	"KHDRBS3"
"N0000000176"	"VAT1"
"N0000000176"	"MACF1"
"N0000000176"	"RBMX"
"N0000000176"	"RAI14"
"N0000000176"	"GPHN"
"N0000000176"	"CDC27"
"N0000000176"	"STAG1"
"N0000000176"	"PDIA5"
"N0000000176"	"ORC5"
"N0000000176"	"TBC1D5"
"N0000000176"	"RBM6"
"N0000000176"	"RMND1"
"N0000000176"	"EHBP1"
"N0000000176"	"ANO10"
"N0000000176"	"R3HDM1"
"N0000000176"	"ZMYND8"
"N0000000176"	"PAPSS2"
"N0000000176"	"LAMA3"
"N0000000176"	"PARN"
"N0000000176"	"HIST1H2BH"
"N0000000176"	"DNM1L"
"N0000000176"	"COPB2"
"N0000000176"	"NUP37"
"N0000000176"	"TULP4"
"N0000000176"	"PLEKHA5"
"N0000000176"	"PEG10"
"N0000000176"	"CRYZ"
"N0000000176"	"SENP6"
"N0000000176"	"FASN"
"N0000000176"	"RAD50"
"N0000000176"	"ATG5"
"N0000000176"	"MGLL"
"N0000000176"	"NCAPD2"
"N0000000176"	"TCF12"
"N0000000176"	"BUB1B"
"N0000000176"	"BRIP1"
"N0000000176"	"DIAPH2"
"N0000000176"	"SEC63"
"N0000000176"	"CLOCK"
"N0000000176"	"TMEM135"
"N0000000176"	"XRCC4"
"N0000000176"	"TNFRSF21"
"N0000000176"	"TTC28"
"N0000000176"	"BRD7"
"N0000000176"	"MAP7"
"N0000000176"	"BCL2"
"N0000000176"	"DCAF6"
"N0000000176"	"CHD9"
"N0000000176"	"INPP4B"
"N0000000176"	"HIST1H2BF"
"N0000000176"	"KAT6B"
"N0000000176"	"SKIV2L2"
"N0000000176"	"MAP4K4"
"N0000000176"	"ROCK2"
"N0000000176"	"CES2"
"N0000000176"	"CYP3A7-CYP3A51P"
"N0000000176"	"CYP3A7"
"N0000000176"	"SLC22A3"
"N0000000176"	"SLCO1B1"
"N0000000176"	"ALB"
"N0000000176"	"ACHE"
"N0000000176"	"UGT1A9"
"N0000000176"	"PLCB3"
"N0000000176"	"JOSD1"
"N0000000176"	"DUSP5"
"N0000000176"	"BBS4"
"N0000000176"	"CCNE1"
"N0000000176"	"FAM53C"
"N0000000176"	"ZNF3"
"N0000000176"	"PSMC3IP"
"N0000000176"	"C11orf57"
"N0000000176"	"RHBDD3"
"N0000000176"	"TSPYL2"
"N0000000176"	"MDM1"
"N0000000176"	"TBCCD1"
"N0000000176"	"CRY1"
"N0000000176"	"ZNF266"
"N0000000176"	"MIS12"
"N0000000176"	"STK25"
"N0000000176"	"CCP110"
"N0000000176"	"MLLT11"
"N0000000176"	"DDT"
"N0000000176"	"TYK2"
"N0000000176"	"PUS3"
"N0000000176"	"ZNF408"
"N0000000176"	"FTSJ2"
"N0000000176"	"UBR7"
"N0000000176"	"FAM131A"
"N0000000176"	"OSER1"
"N0000000176"	"ZNF45"
"N0000000176"	"FAU"
"N0000000176"	"ZNF672"
"N0000000176"	"TMEM134"
"N0000000176"	"B3GAT3"
"N0000000176"	"GPX7"
"N0000000176"	"PPIF"
"N0000000176"	"TOE1"
"N0000000176"	"RFC4"
"N0000000176"	"ZNF212"
"N0000000176"	"IRF5"
"N0000000176"	"CLK2"
"N0000000176"	"DTL"
"N0000000176"	"RBM22"
"N0000000176"	"KRI1"
"N0000000176"	"NEU1"
"N0000000176"	"RIOK3"
"N0000000176"	"NISCH"
"N0000000176"	"BBC3"
"N0000000176"	"PPM1D"
"N0000000176"	"GCH1"
"N0000000176"	"CASP3"
"N0000000176"	"APOL6"
"N0000000176"	"ZNF432"
"N0000000176"	"EIF4A2"
"N0000000176"	"CSNK1E"
"N0000000176"	"TBK1"
"N0000000176"	"TAF11"
"N0000000176"	"CCND3"
"N0000000176"	"FKBP14"
"N0000000176"	"RPA2"
"N0000000176"	"POLR2H"
"N0000000176"	"PAQR3"
"N0000000176"	"LCAT"
"N0000000176"	"TRMT1"
"N0000000176"	"TMEM5"
"N0000000176"	"NFATC3"
"N0000000176"	"METTL17"
"N0000000176"	"SLC35E3"
"N0000000176"	"MRPL49"
"N0000000176"	"CDKN2AIP"
"N0000000176"	"ZNF468"
"N0000000176"	"ARHGEF2"
"N0000000176"	"UBE2D1"
"N0000000176"	"MAP2K3"
"N0000000176"	"IFIT5"
"N0000000176"	"DDIT3"
"N0000000176"	"EML3"
"N0000000176"	"MPPE1"
"N0000000176"	"IRF7"
"N0000000176"	"TFEB"
"N0000000176"	"CTSF"
"N0000000176"	"GPS2"
"N0000000176"	"SDR39U1"
"N0000000176"	"AHCY"
